,ALT_GEO_CODE,CENSUS_YEAR,DATA_QUALITY_FLAG,GEO_CODE,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,GNR_LF,Member ID: Profile of Census Tracts (2247),Profile_of_Census_Tracts,Total-Sex,area,average,format_CODE,percentage,higer/lower,absolute
288,535024001,2016,0,,5350240.01,2,240.01,1.9,1.1,742,Median total income of households in 2015 ($),108672,Toronto,78373,5350240.01,38.66%,higher,38.66%
645,535041104,2016,0,,5350411.04,2,411.04,2.1,5.7,742,Median total income of households in 2015 ($),108690,Toronto,78373,5350411.04,38.68%,higher,38.68%
720,535043005,2016,0,,5350430.05,2,430.05,2,2.1,742,Median total income of households in 2015 ($),108698,Toronto,78373,5350430.05,38.69%,higher,38.69%
1135,535080700,2016,0,,5350807,2,807,2.9,6.4,742,Median total income of households in 2015 ($),108885,Toronto,78373,5350807.00,38.93%,higher,38.93%
649,535041112,2016,0,,5350411.12,2,411.12,1.5,3.3,742,Median total income of households in 2015 ($),108928,Toronto,78373,5350411.12,38.99%,higher,38.99%
808,535051601,2016,0,,5350516.01,2,516.01,2.1,3.5,742,Median total income of households in 2015 ($),108928,Toronto,78373,5350516.01,38.99%,higher,38.99%
943,535057002,2016,0,,5350570.02,2,570.02,2,1.1,742,Median total income of households in 2015 ($),109056,Toronto,78373,5350570.02,39.15%,higher,39.15%
1078,535062009,2016,0,,5350620.09,2,620.09,1.9,1.5,742,Median total income of households in 2015 ($),109056,Toronto,78373,5350620.09,39.15%,higher,39.15%
246,535021001,2016,1000,,5350210.01,2,210.01,10.4,2.7,742,Median total income of households in 2015 ($),109184,Toronto,78373,5350210.01,39.31%,higher,39.31%
572,535040003,2016,0,,5350400.03,2,400.03,2,3.6,742,Median total income of households in 2015 ($),109312,Toronto,78373,5350400.03,39.48%,higher,39.48%
656,535041122,2016,0,,5350411.22,2,411.22,2.1,4.9,742,Median total income of households in 2015 ($),109312,Toronto,78373,5350411.22,39.48%,higher,39.48%
1010,535057668,2016,1,,5350576.68,2,576.68,2.3,6.7,742,Median total income of households in 2015 ($),109312,Toronto,78373,5350576.68,39.48%,higher,39.48%
115,537008600,2016,0,5370086,,,86,2.3,4.3,742,Median total income of households in 2015 ($),109504,Hamilton,75464,5370086.00,45.11%,higher,45.11%
29,550010000,2016,0,5500100,,2,100,3.9,4.7,742,Median total income of households in 2015 ($),109531,Guelph,81223,5500100.00,34.85%,higher,34.85%
1106,535080201,2016,0,,5350802.01,2,802.01,2,2.3,742,Median total income of households in 2015 ($),109867,Toronto,78373,5350802.01,40.18%,higher,40.18%
881,535052812,2016,0,,5350528.12,2,528.12,1.8,3.7,742,Median total income of households in 2015 ($),109978,Toronto,78373,5350528.12,40.33%,higher,40.33%
660,535041126,2016,0,,5350411.26,2,411.26,2.1,3.4,742,Median total income of households in 2015 ($),110080,Toronto,78373,5350411.26,40.46%,higher,40.46%
13,568000406,2016,0,5680004.06,,2,4.06,1.9,3.2,742,Median total income of households in 2015 ($),110080,Barrie,80788,5680004.06,36.26%,higher,36.26%
905,535052844,2016,0,,5350528.44,2,528.44,2.6,2.3,742,Median total income of households in 2015 ($),110131,Toronto,78373,5350528.44,40.52%,higher,40.52%
834,535051639,2016,0,,5350516.39,2,516.39,1.8,3.6,742,Median total income of households in 2015 ($),110251,Toronto,78373,5350516.39,40.67%,higher,40.67%
1054,535061213,2016,0,,5350612.13,2,612.13,1.9,1.2,742,Median total income of households in 2015 ($),110285,Toronto,78373,5350612.13,40.72%,higher,40.72%
20,535001400,2016,111,,5350014,2,14,7.9,12.3,742,Median total income of households in 2015 ($),110336,Toronto,78373,5350014.00,40.78%,higher,40.78%
710,535042407,2016,0,,5350424.07,2,424.07,2,3.1,742,Median total income of households in 2015 ($),110336,Toronto,78373,5350424.07,40.78%,higher,40.78%
496,535036102,2016,0,,5350361.02,2,361.02,1.7,3.4,742,Median total income of households in 2015 ($),110409,Toronto,78373,5350361.02,40.88%,higher,40.88%
1013,535057671,2016,0,,5350576.71,2,576.71,2.1,4.3,742,Median total income of households in 2015 ($),110432,Toronto,78373,5350576.71,40.91%,higher,40.91%
981,535057632,2016,0,,5350576.32,2,576.32,1.8,3.6,742,Median total income of households in 2015 ($),110478,Toronto,78373,5350576.32,40.96%,higher,40.96%
627,535040312,2016,0,,5350403.12,2,403.12,1.7,3.9,742,Median total income of households in 2015 ($),110569,Toronto,78373,5350403.12,41.08%,higher,41.08%
257,535021900,2016,0,,5350219,2,219,1.9,3.6,742,Median total income of households in 2015 ($),110592,Toronto,78373,5350219.00,41.11%,higher,41.11%
827,535051628,2016,0,,5350516.28,2,516.28,1.2,0.9,742,Median total income of households in 2015 ($),110784,Toronto,78373,5350516.28,41.35%,higher,41.35%
744,535045107,2016,0,,5350451.07,2,451.07,1.8,1.5,742,Median total income of households in 2015 ($),110791,Toronto,78373,5350451.07,41.36%,higher,41.36%
596,535040110,2016,0,,5350401.1,2,401.1,1.6,3.3,742,Median total income of households in 2015 ($),110811,Toronto,78373,5350401.10,41.39%,higher,41.39%
128,537013002,2016,0,5370130.02,,,130.02,2.4,4.8,742,Median total income of households in 2015 ($),110848,Hamilton,75464,5370130.02,46.89%,higher,46.89%
104,541014001,2016,0,5410140.01,,2,140.01,4.1,4.3,742,Median total income of households in 2015 ($),110848,Kitchener - Cambridge - Waterloo,77229,5410140.01,43.53%,higher,43.53%
678,535041220,2016,0,,5350412.2,2,412.2,1.4,2.9,742,Median total income of households in 2015 ($),110933,Toronto,78373,5350412.20,41.54%,higher,41.54%
108,541015300,2016,0,5410153,,2,153,1.7,2.3,742,Median total income of households in 2015 ($),111002,Kitchener - Cambridge - Waterloo,77229,5410153.00,43.73%,higher,43.73%
716,535042414,2016,0,,5350424.14,2,424.14,1.6,3.6,742,Median total income of households in 2015 ($),111061,Toronto,78373,5350424.14,41.71%,higher,41.71%
56,532010510,2016,0,5320105.1,,2,105.1,2.5,4,742,Median total income of households in 2015 ($),111104,Oshawa,85697,5320105.10,29.65%,higher,29.65%
748,535045205,2016,0,,5350452.05,2,452.05,1.8,2.9,742,Median total income of households in 2015 ($),111155,Toronto,78373,5350452.05,41.83%,higher,41.83%
105,541014002,2016,0,5410140.02,,2,140.02,2.3,4.3,742,Median total income of households in 2015 ($),111168,Kitchener - Cambridge - Waterloo,77229,5410140.02,43.95%,higher,43.95%
50,532010504,2016,0,5320105.04,,2,105.04,4.9,1.7,742,Median total income of households in 2015 ($),111317,Oshawa,85697,5320105.04,29.90%,higher,29.90%
68,541010907,2016,0,5410109.07,,2,109.07,2.3,2.6,742,Median total income of households in 2015 ($),111360,Kitchener - Cambridge - Waterloo,77229,5410109.07,44.19%,higher,44.19%
183,537022315,2016,0,5370223.15,,,223.15,1.8,1.6,742,Median total income of households in 2015 ($),111424,Hamilton,75464,5370223.15,47.65%,higher,47.65%
58,532010514,2016,0,5320105.14,,2,105.14,1.8,2.4,742,Median total income of households in 2015 ($),111445,Oshawa,85697,5320105.14,30.05%,higher,30.05%
734,535044206,2016,0,,5350442.06,2,442.06,1.9,3.5,742,Median total income of households in 2015 ($),111488,Toronto,78373,5350442.06,42.25%,higher,42.25%
27,550001400,2016,0,5500014,,2,14,3.6,3,742,Median total income of households in 2015 ($),111488,Guelph,81223,5500014.00,37.26%,higher,37.26%
153,535012700,2016,0,,5350127,2,127,2,2.2,742,Median total income of households in 2015 ($),111616,Toronto,78373,5350127.00,42.42%,higher,42.42%
574,535040006,2016,0,,5350400.06,2,400.06,2.6,5.2,742,Median total income of households in 2015 ($),111744,Toronto,78373,5350400.06,42.58%,higher,42.58%
30,550010100,2016,0,5500101,,2,101,2.9,5.4,742,Median total income of households in 2015 ($),111808,Guelph,81223,5500101.00,37.66%,higher,37.66%
681,535041224,2016,0,,5350412.24,2,412.24,2,4.4,742,Median total income of households in 2015 ($),111849,Toronto,78373,5350412.24,42.71%,higher,42.71%
71,532020213,2016,0,5320202.13,,2,202.13,1.9,2.8,742,Median total income of households in 2015 ($),111872,Oshawa,85697,5320202.13,30.54%,higher,30.54%
899,535052837,2016,0,,5350528.37,2,528.37,2,2.2,742,Median total income of households in 2015 ($),111957,Toronto,78373,5350528.37,42.85%,higher,42.85%
683,535041226,2016,0,,5350412.26,2,412.26,1.2,3.8,742,Median total income of households in 2015 ($),112026,Toronto,78373,5350412.26,42.94%,higher,42.94%
1148,535083000,2016,0,,5350830,2,830,2.5,4,742,Median total income of households in 2015 ($),112055,Toronto,78373,5350830.00,42.98%,higher,42.98%
6,550000108,2016,0,5500001.08,,2,1.08,4.3,3.8,742,Median total income of households in 2015 ($),112085,Guelph,81223,5500001.08,38.00%,higher,38.00%
124,537012201,2016,0,5370122.01,,,122.01,1.5,0.5,742,Median total income of households in 2015 ($),112085,Hamilton,75464,5370122.01,48.53%,higher,48.53%
1030,535059202,2016,0,,5350592.02,2,592.02,3.4,3.2,742,Median total income of households in 2015 ($),112102,Toronto,78373,5350592.02,43.04%,higher,43.04%
642,535041014,2016,0,,5350410.14,2,410.14,1.9,0.4,742,Median total income of households in 2015 ($),112128,Toronto,78373,5350410.14,43.07%,higher,43.07%
102,541013105,2016,0,5410131.05,,2,131.05,1.6,2,742,Median total income of households in 2015 ($),112299,Kitchener - Cambridge - Waterloo,77229,5410131.05,45.41%,higher,45.41%
726,535044000,2016,0,,5350440,2,440,2.7,3.1,742,Median total income of households in 2015 ($),112314,Toronto,78373,5350440.00,43.31%,higher,43.31%
634,535041004,2016,0,,5350410.04,2,410.04,1,2.5,742,Median total income of households in 2015 ($),112512,Toronto,78373,5350410.04,43.56%,higher,43.56%
59,532010515,2016,0,5320105.15,,2,105.15,2.4,5.6,742,Median total income of households in 2015 ($),112563,Oshawa,85697,5320105.15,31.35%,higher,31.35%
122,537012004,2016,0,5370120.04,,,120.04,3,6.2,742,Median total income of households in 2015 ($),112567,Hamilton,75464,5370120.04,49.17%,higher,49.17%
1050,535061208,2016,0,,5350612.08,2,612.08,3.6,4.1,742,Median total income of households in 2015 ($),112691,Toronto,78373,5350612.08,43.79%,higher,43.79%
84,532020600,2016,0,5320206,,2,206,3.7,1.6,742,Median total income of households in 2015 ($),112981,Oshawa,85697,5320206.00,31.84%,higher,31.84%
36,541001407,2016,0,5410014.07,,2,14.07,1.8,4,742,Median total income of households in 2015 ($),112998,Kitchener - Cambridge - Waterloo,77229,5410014.07,46.32%,higher,46.32%
142,537014402,2016,0,5370144.02,,,144.02,3.8,5.8,742,Median total income of households in 2015 ($),113024,Hamilton,75464,5370144.02,49.77%,higher,49.77%
592,535040106,2016,0,,5350401.06,2,401.06,1.9,1.1,742,Median total income of households in 2015 ($),113152,Toronto,78373,5350401.06,44.38%,higher,44.38%
700,535042107,2016,0,,5350421.07,2,421.07,2.1,5,742,Median total income of households in 2015 ($),113280,Toronto,78373,5350421.07,44.54%,higher,44.54%
72,541011000,2016,0,5410110,,2,110,2.9,3.7,742,Median total income of households in 2015 ($),113294,Kitchener - Cambridge - Waterloo,77229,5410110.00,46.70%,higher,46.70%
1020,535058509,2016,0,,5350585.09,2,585.09,2.5,1,742,Median total income of households in 2015 ($),113315,Toronto,78373,5350585.09,44.58%,higher,44.58%
1128,535080516,2016,0,,5350805.16,2,805.16,1.6,2.5,742,Median total income of households in 2015 ($),113451,Toronto,78373,5350805.16,44.76%,higher,44.76%
718,535042416,2016,0,,5350424.16,2,424.16,1.9,0.8,742,Median total income of households in 2015 ($),113493,Toronto,78373,5350424.16,44.81%,higher,44.81%
1046,535061100,2016,0,,5350611,2,611,2,1.3,742,Median total income of households in 2015 ($),113664,Toronto,78373,5350611.00,45.03%,higher,45.03%
136,537014004,2016,0,5370140.04,,,140.04,2,3.2,742,Median total income of households in 2015 ($),113766,Hamilton,75464,5370140.04,50.76%,higher,50.76%
1129,535080517,2016,0,,5350805.17,2,805.17,1.6,3,742,Median total income of households in 2015 ($),113920,Toronto,78373,5350805.17,45.36%,higher,45.36%
40,532010103,2016,0,5320101.03,,2,101.03,1.8,2.4,742,Median total income of households in 2015 ($),114016,Oshawa,85697,5320101.03,33.05%,higher,33.05%
588,535040022,2016,0,,5350400.22,2,400.22,1.5,1.6,742,Median total income of households in 2015 ($),114137,Toronto,78373,5350400.22,45.63%,higher,45.63%
65,532020204,2016,0,5320202.04,,2,202.04,2,3.4,742,Median total income of households in 2015 ($),114368,Oshawa,85697,5320202.04,33.46%,higher,33.46%
599,535040114,2016,0,,5350401.14,2,401.14,1.7,3.5,742,Median total income of households in 2015 ($),114432,Toronto,78373,5350401.14,46.01%,higher,46.01%
1111,535080306,2016,0,,5350803.06,2,803.06,1.5,2.3,742,Median total income of households in 2015 ($),114432,Toronto,78373,5350803.06,46.01%,higher,46.01%
680,535041222,2016,0,,5350412.22,2,412.22,2.1,3.8,742,Median total income of households in 2015 ($),114528,Toronto,78373,5350412.22,46.13%,higher,46.13%
1022,535058601,2016,0,,5350586.01,2,586.01,2.1,7.7,742,Median total income of households in 2015 ($),114747,Toronto,78373,5350586.01,46.41%,higher,46.41%
575,535040007,2016,0,,5350400.07,2,400.07,4,5.5,742,Median total income of households in 2015 ($),115115,Toronto,78373,5350400.07,46.88%,higher,46.88%
728,535044103,2016,0,,5350441.03,2,441.03,1.9,4.2,742,Median total income of households in 2015 ($),115200,Toronto,78373,5350441.03,46.99%,higher,46.99%
179,537022310,2016,0,5370223.1,,,223.1,1.9,3.1,742,Median total income of households in 2015 ($),115360,Hamilton,75464,5370223.10,52.87%,higher,52.87%
654,535041119,2016,0,,5350411.19,2,411.19,2.1,4.2,742,Median total income of households in 2015 ($),115419,Toronto,78373,5350411.19,47.27%,higher,47.27%
402,535030803,2016,0,,5350308.03,2,308.03,2.2,2.2,742,Median total income of households in 2015 ($),115456,Toronto,78373,5350308.03,47.32%,higher,47.32%
841,535051647,2016,0,,5350516.47,2,516.47,1.1,2.6,742,Median total income of households in 2015 ($),115456,Toronto,78373,5350516.47,47.32%,higher,47.32%
784,535050102,2016,0,,5350501.02,2,501.02,2,1.6,742,Median total income of households in 2015 ($),115533,Toronto,78373,5350501.02,47.41%,higher,47.41%
90,541012606,2016,0,5410126.06,,2,126.06,2.7,5.9,742,Median total income of households in 2015 ($),115584,Kitchener - Cambridge - Waterloo,77229,5410126.06,49.66%,higher,49.66%
830,535051631,2016,0,,5350516.31,2,516.31,2.5,2.2,742,Median total income of households in 2015 ($),115797,Toronto,78373,5350516.31,47.75%,higher,47.75%
725,535043102,2016,0,,5350431.02,2,431.02,2.4,3.7,742,Median total income of households in 2015 ($),115840,Toronto,78373,5350431.02,47.81%,higher,47.81%
1108,535080303,2016,0,,5350803.03,2,803.03,2.6,5.1,742,Median total income of households in 2015 ($),115917,Toronto,78373,5350803.03,47.90%,higher,47.90%
1055,535061214,2016,0,,5350612.14,2,612.14,2.7,3.3,742,Median total income of households in 2015 ($),116096,Toronto,78373,5350612.14,48.13%,higher,48.13%
752,535045601,2016,0,,5350456.01,2,456.01,3.1,5.2,742,Median total income of households in 2015 ($),116198,Toronto,78373,5350456.01,48.26%,higher,48.26%
121,537012003,2016,0,5370120.03,,,120.03,2.6,1.7,742,Median total income of households in 2015 ($),116256,Hamilton,75464,5370120.03,54.05%,higher,54.05%
895,535052833,2016,0,,5350528.33,2,528.33,1.9,5.9,742,Median total income of households in 2015 ($),116309,Toronto,78373,5350528.33,48.40%,higher,48.40%
835,535051640,2016,0,,5350516.4,2,516.4,1.8,1.6,742,Median total income of households in 2015 ($),116334,Toronto,78373,5350516.40,48.44%,higher,48.44%
38,532010003,2016,0,5320100.03,,2,100.03,2.4,2.2,742,Median total income of households in 2015 ($),116378,Oshawa,85697,5320100.03,35.80%,higher,35.80%
968,535057604,2016,0,,5350576.04,2,576.04,1.8,1.2,742,Median total income of households in 2015 ($),116480,Toronto,78373,5350576.04,48.62%,higher,48.62%
1025,535058702,2016,0,,5350587.02,2,587.02,2.6,0.3,742,Median total income of households in 2015 ($),116480,Toronto,78373,5350587.02,48.62%,higher,48.62%
1105,535080102,2016,0,,5350801.02,2,801.02,2.1,2.7,742,Median total income of households in 2015 ($),116762,Toronto,78373,5350801.02,48.98%,higher,48.98%
677,535041219,2016,0,,5350412.19,2,412.19,1.4,1.7,742,Median total income of households in 2015 ($),116787,Toronto,78373,5350412.19,49.01%,higher,49.01%
581,535040015,2016,0,,5350400.15,2,400.15,2.1,1.7,742,Median total income of households in 2015 ($),116941,Toronto,78373,5350400.15,49.21%,higher,49.21%
682,535041225,2016,0,,5350412.25,2,412.25,1.3,5.7,742,Median total income of households in 2015 ($),117077,Toronto,78373,5350412.25,49.38%,higher,49.38%
41,568020100,2016,0,5680201,,2,201,2.8,4.7,742,Median total income of households in 2015 ($),117163,Barrie,80788,5680201.00,45.03%,higher,45.03%
1070,535061401,2016,0,,5350614.01,2,614.01,1.8,0.7,742,Median total income of households in 2015 ($),117248,Toronto,78373,5350614.01,49.60%,higher,49.60%
1031,535059300,2016,0,,5350593,2,593,3.2,4.5,742,Median total income of households in 2015 ($),117325,Toronto,78373,5350593.00,49.70%,higher,49.70%
663,535041129,2016,0,,5350411.29,2,411.29,1.8,2.6,742,Median total income of households in 2015 ($),117419,Toronto,78373,5350411.29,49.82%,higher,49.82%
135,537014003,2016,0,5370140.03,,,140.03,2.5,1.7,742,Median total income of households in 2015 ($),117419,Hamilton,75464,5370140.03,55.60%,higher,55.60%
831,535051632,2016,0,,5350516.32,2,516.32,1.3,3.3,742,Median total income of households in 2015 ($),117504,Toronto,78373,5350516.32,49.93%,higher,49.93%
264,535022302,2016,0,,5350223.02,2,223.02,2.5,2.7,742,Median total income of households in 2015 ($),117675,Toronto,78373,5350223.02,50.15%,higher,50.15%
646,535041107,2016,0,,5350411.07,2,411.07,1.8,2.9,742,Median total income of households in 2015 ($),117675,Toronto,78373,5350411.07,50.15%,higher,50.15%
792,535050700,2016,0,,5350507,2,507,2,2.9,742,Median total income of households in 2015 ($),117888,Toronto,78373,5350507.00,50.42%,higher,50.42%
894,535052832,2016,0,,5350528.32,2,528.32,1.7,1.7,742,Median total income of households in 2015 ($),118016,Toronto,78373,5350528.32,50.58%,higher,50.58%
50,541010102,2016,909,5410101.02,,2,101.02,4.6,4.3,742,Median total income of households in 2015 ($),118016,Kitchener - Cambridge - Waterloo,77229,5410101.02,52.81%,higher,52.81%
